Latitude,Longitude,Emission Value
47.532524,-122.311623,10
47.548056,-122.336944,25
47.56799,-122.34255,206
47.781642,-122.395299,0
47.569331,-122.367332,20
47.6068,-122.340179,33
47.653614,-122.303608,43
47.443643,-122.302452,8
47.55242,-122.33739,20
